,State,Coverage.type,Coverage.location,Effective Date,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any),Reference links,Timestamp,population_size,population_reference,Coverage.county.FIPS,Coverage.city.FIPS,population_reference.1,Unnamed: 0.1,Face Covering Requirements,Details (if any) 
45,Michigan,Selected regions,Michigan,05-22-2020,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,"https://www.michigan.gov/whitmer/0,9309,7-387-90499-529478--,00.html",5/28/2020 14:23:20,4993428,,,,,45.0,,"""Today, Governor Gretchen Whitmer signed Executive Order 2020-92, allowing for the reopening, in two regions, of retail businesses, office work that cannot be done remotely, and restaurants and bars with limited seating. The two regions are both in the northern part of the state—specifically, MERC regions 6 and 8, as detailed in the governor’s MI Safe Start Plan to re-engage Michigan’s economy. """
46,Minnesota,State-wide,Minnesota,05-18-2020,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847413697#minnesota,5/23/2020 9:01:12,5639632,,,,,46.0,,"""An executive order reopens certain businesses and activities from May 18 through May 31."""
47,Mississippi,State-wide,Mississippi,04-27-2020,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/23/2020 8:58:43,2976149,,,,,47.0,,"""Gov. Tate Reeves, a Republican, allowed the state’s stay-at-home order to expire April 27 and lifted restrictions on retail stores, which could reopen to customers with limits."""
48,Mississippi,State-wide,Mississippi,05-07-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/23/2020 8:59:17,2976149,,,,,48.0,,"""Restaurants were also permitted to allow some customers back inside for dining on May 7. """
49,Missouri,State-wide,Missouri,05-03-2020,,,Shelter-in-place order lifted,,,,,Non-essential businesses allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/23/2020 8:56:58,6137428,,,,,49.0,,"""Stay-at-home order expired on May 3."" and """"Gov. Mike Parson, a Republican, said he would reopen the economy starting May 4. Under the new order, all businesses, including large venues, concerts and movie theaters, are allowed to operate, as long as seating is spaced out to enforce social distancing."""
50,Montana,State-wide,Montana,04-27-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/23/2020 8:55:29,1068778,,,,,50.0,,"""Gov. Steve Bullock, a Democrat, allowed reopening in phases, beginning with houses of worship on April 26, retail stores on April 27 and restaurants and bars on May 4."""
51,Montana,State-wide,Montana,05-04-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html,5/23/2020 8:56:01,1068778,,,,,51.0,,"""Gov. Steve Bullock, a Democrat, allowed reopening in phases, beginning with houses of worship on April 26, retail stores on April 27 and restaurants and bars on May 4."""
52,Nebraska,Selected counties,Nebraska,05-04-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html,5/23/2020 8:51:26,967204,,,,,52.0,,"""Gov. Pete Ricketts, a Republican, announced a plan to reopen restaurants and salons in certain regions starting May 4."""
53,Nebraska,Selected counties,Nebraska,05-13-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html,5/23/2020 8:52:27,967204,,,,,53.0,,"""Ricketts said on May 13, restrictions will be loosened in Burt, Madison, Cuming, and Stanton counties."""
54,Nebraska,Selected counties,Nebraska,05-18-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.1011now.com/content/news/Restrictions-being-loosened-in-multiple-counties-in-Nebraska-570378031.html,5/23/2020 8:53:00,967204,,,,,54.0,,"""On May 18, restrictions will be loosened in Fillmore, Gage, Jefferson, Saline, Thayer, Adams, Clay, Nuckolls, Webster, Buffalo, Dawson, Franklin, Gosper, Harlan, Kearney ad Phelps counties."""
55,Nevada,State-wide,Nevada,05-01-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#nevada,5/23/2020 8:44:53,3080156,,,,,55.0,,"""Gov. Steve Sisolak announced that the majority of stay-at-home measures would extend until May 15, with certain restrictions being lifted starting on May 1."""
56,Nevada,State-wide,Nevada,05-09-2020,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10.0,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#nevada and https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Declaration-of-Emergency-Directive-018.Phase-1-Reopening.5-7-20-1.pdf,5/23/2020 8:45:38,3080156,,,,,56.0,Face covering requirements for some workers,"""The state entered Phase 1 of reopening on May 9, allowing some businesses to reopen with strict social distancing requirements. Individuals are encouraged to stay home except for essential activities, and gatherings larger than 10 people remain prohibited. Vulnerable populations should continue to shelter in place."""
57,New Hampshire,State-wide,New Hampshire,05-04-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey,5/23/2020 8:42:35,1359711,,,,,57.0,,"""Under the revised stay-at-home order, campgrounds can open to New Hampshire residents and at limited capacity beginning May 4."""
58,New Hampshire,State-wide,New Hampshire,05-11-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey,5/23/2020 8:43:12,1359711,,,,,58.0,,"""As of May 11, private and public golf courses can open for residents and club members, in accordance with health guidelines. Barbers and hair salons can start offering limited services by appointment only. Retail locations can open at 50% occupancy and subject to strict guidelines. Drive-in movie theaters can resume operations."""
59,New Hampshire,State-wide,New Hampshire,05-18-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey,5/23/2020 8:43:38,1359711,,,,,59.0,,"""Restaurants may choose to start offering outdoor seating beginning May 18. They must comply with specific health and safety guidelines."""
60,New Jersey,State-wide,New Jersey,05-13-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state#new-jersey,5/23/2020 8:40:49,8882190,,,,,60.0,,"""Gov. Phil Murphy, a Democrat, has allowed limited reopenings for certain businesses and industries, but the state remains largely locked down. A May 13 executive order permits car gatherings for drive-through and drive-in events, effective immediately. It also allows the resumption of nonessential construction, and curbside pickup at nonessential retail businesses, effective 6:00 a.m. on May 18."""
61,New Mexico,State-wide,New Mexico,05-16-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state,5/23/2020 8:22:24,2096829,,,,,61.0,Face covering requirements for the public (non-workers) in certain situations,"""Houses of worship can operate at 25% capacity. Individuals are required to wear face masks in public settings, effective statewide May 16."""
62,New Mexico,State-wide,New Mexico,05-27-2020,,,,,,,Bar and dine-in restaurant open with extra requirements,,,https://www.npr.org/847416108,5/30/2020 10:27:59,2096829,,,,,62.0,,"""Restaurants in most of the state can open limited outdoor dine-in service beginning May 27."""
63,New Mexico,State-wide,New Mexico,05-06-2020,,,,,,,,,,https://www.npr.org/847416108,5/30/2020 10:28:56,2096829,,,,,63.0,Face covering requirements for some workers,"""Beginning May 6, all large grocery and retail spaces, and all restaurants operating curbside and delivery service, must require employees to wear face coverings in the workplace. This order applies to all essential businesses operating as retail space, regardless of size, beginning May 11. """
64,New York,State-wide,New York,05-15-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/2020/05/01/847331283/northeast-coronavirus-related-restrictions-by-state,5/23/2020 8:08:29,19453561,,,,,64.0,,"""Cuomo announced that certain low-risk businesses and recreational activities can resume statewide as of May 15. Those include landscaping and gardening, drive-in movie theaters and low-risk outdoor recreation like tennis."""
65,New York,State-wide,New York,04-15-2020,,,,,,,,,,https://www.npr.org/847331283#new-york,5/30/2020 10:30:46,19453561,,,,,65.0,Face covering requirements for some workers,"""Cuomo ordered all essential businesses to provide face coverings for their employees and ensure workers are wearing them when in direct contact with customers or members of the public, beginning April 15."""
66,New York,Selected regions (based on specific metrics),New York,05-27-2020,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847331283#new-york and https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-calls-us-senate-pass-coronavirus-relief-bill,5/30/2020 10:33:16,9726780,,,,,66.0,,"""As of May 27, nine out of ten regions are in Phase 1."""
67,North Carolina,State-wide,North Carolina,05-08-2020,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,,https://www.npr.org/847415273,5/23/2020 8:05:33,10488084,,,,,67.0,,"""Cooper signed an executive order modifying the stay-at-home order and transitioning the state into Phase 1 of easing restrictions, effective 5:00 p.m. on May 8."""
